order_id,customer_id,product_name,amount,order_date
287,103,Monitor,476.43,2026-03-25
288,104,Keyboard,79.38,2026-03-25
289,102,Monitor,493.09,2026-03-25
290,104,Monitor,342.94,2026-03-25
291,102,Keyboard,65.58,2026-03-26
292,104,Laptop,993.37,2026-03-26
293,105,Desk Chair,286.85,2026-03-26
294,103,Laptop,997.99,2026-03-27
295,104,Keyboard,70.59,2026-03-27
296,104,Headphones,94.65,2026-03-27
297,105,Desk Chair,166.49,2026-03-27
298,102,Monitor,476.5,2026-03-28
299,104,Mouse,25.75,2026-03-28
300,104,Headphones,135.6,2026-03-28
301,104,Laptop,1022.72,2026-03-28
302,104,Mouse,56.1,2026-03-28
303,102,Mouse,50.66,2026-03-29
304,102,Monitor,487.69,2026-03-29
305,103,Keyboard,97.57,2026-03-29
306,104,Laptop,1411.93,2026-03-29
307,104,Laptop,1168.17,2026-03-29
308,102,Mouse,21.49,2026-03-30
309,103,Laptop,1128.64,2026-03-30
310,101,Keyboard,78.49,2026-03-31
311,105,Desk Chair,270.47,2026-03-31
312,104,Monitor,483.95,2026-03-31
313,101,Keyboard,32.51,2026-03-31
