order_id,customer_id,amount
218,4,220.65
219,10,307.26
220,6,237.84
221,8,341.06
222,9,241.86
223,3,332.84
224,5,262.57
225,10,174.24
226,4,339.67
227,4,405.22
228,3,21.97
229,4,492.13
230,10,426.37
231,2,233.15
232,10,105.27
233,7,252.24
234,4,82.31
235,1,447.4
236,2,391.43
237,4,96.18
238,9,237.63
239,9,132.11
240,2,233.67
241,8,337.11
242,9,301.77
243,8,310.2
244,9,219.1
245,9,228.5
246,3,374.39
247,8,230.53
248,4,421.53
249,5,385.25
250,9,247.45
251,4,144.55
252,2,359.64
253,4,143.14
254,6,447.58
255,2,77.8
256,4,197.69
257,3,356.15
258,2,213.29
259,6,275.88
260,7,40.51
261,7,200.84
262,10,473.57
263,1,429.8
264,10,196.39
265,1,471.94
266,5,379.2
267,7,273.73
268,9,401.94
269,4,249.23
270,5,223.56
271,1,200.54
272,7,364.85
273,8,460.58
274,10,271.72
275,7,300.03
276,1,51.13
277,7,76.49
278,8,99.05
279,5,195.76
280,4,232.8
281,6,383.0
282,7,146.35
283,7,133.61
284,2,240.45
285,9,35.52
286,6,119.87
287,2,392.8
288,1,379.57
289,4,107.69
290,1,314.45
291,4,71.85
292,2,286.35
293,4,237.87
294,5,385.78
295,3,306.89
296,2,391.12
297,3,482.71
298,2,293.56
299,5,292.14
300,7,204.36
301,4,47.24
302,4,59.93
303,5,426.64
304,10,404.71
305,10,393.49
306,6,271.05
307,6,43.79
308,6,16.2
309,7,412.94
310,2,222.43
311,6,321.44
312,8,356.58
313,7,96.31
314,9,483.08
315,5,311.8
316,9,389.57
317,8,223.43
318,10,141.51
319,4,417.06
320,2,146.67
321,8,129.49
322,8,289.23
323,7,174.83
324,8,426.97
325,3,248.9
326,6,400.94
327,6,147.03
328,10,353.58
329,5,282.34
330,9,474.55
331,2,128.26
332,7,249.4
333,4,348.4
334,8,229.61
335,1,55.6
336,4,208.16
337,4,160.04
338,10,190.82
339,9,270.15
340,7,498.35
341,9,172.09
342,8,142.75
343,5,122.96
344,4,164.62
345,9,475.93
346,3,103.86
347,8,145.48
348,10,488.54
349,9,302.43
350,2,417.99
351,5,121.47
352,3,158.11
353,9,72.03
354,1,487.4
355,9,153.15
356,3,322.56
357,8,60.27
358,1,291.29
359,8,244.57
360,6,100.34
361,1,133.71
362,8,65.9
363,2,206.35
364,2,292.74
365,1,84.35
366,10,475.07
367,2,497.02
368,2,283.46
369,7,307.1
370,10,120.59
371,9,196.39
372,8,155.7
373,10,495.12
374,5,288.63
375,1,308.72
376,2,474.32
377,4,316.5
378,5,333.61
379,3,127.53
380,9,46.78
381,1,210.17
382,10,240.26
383,1,123.42
384,5,354.46
385,8,44.88
386,4,462.72
387,10,333.98
388,4,218.32
389,9,120.16
390,3,455.12
391,3,44.99
392,3,398.39
393,10,376.99
394,10,461.38
395,8,70.93
396,5,352.87
397,5,255.23
398,8,224.5
399,10,29.53
400,7,369.92
401,10,132.68
402,2,122.17
403,10,297.69
404,1,499.79
405,5,292.36
406,3,240.55
407,8,458.88
408,3,498.5
409,7,321.04
410,8,484.84
411,8,180.5
412,6,167.32
413,2,430.29
414,6,211.71
415,8,151.23
416,7,408.65
417,9,27.98
418,2,164.11
419,6,66.8
420,7,433.81
421,1,332.25
422,9,236.37
423,1,101.92
424,6,315.09
425,8,316.45
426,1,109.74
427,9,74.2
428,5,224.68
429,8,69.5
430,10,401.66
431,3,162.27
432,1,280.6
433,2,120.1
434,2,236.11
435,2,327.38
436,3,254.2
437,5,259.35
438,5,213.59
439,8,490.32
440,4,233.83
441,3,197.96
442,10,259.04
443,3,433.37
444,5,388.61
445,7,176.54
446,9,140.91
447,1,148.59
448,5,420.36
449,10,499.46
450,8,433.98
451,8,273.9
452,6,172.9
453,9,194.83
454,6,436.1
455,4,290.18
456,4,429.45
457,7,31.39
458,8,355.56
459,7,199.18
460,3,252.71
461,1,71.86
462,10,172.68
463,2,438.35
464,8,58.86
465,8,17.52
466,3,210.89
467,3,46.67
468,5,175.9
469,7,328.42
470,6,427.65
471,9,196.2
472,6,317.13
473,8,437.47
474,1,312.56
475,4,319.27
476,5,498.74
477,2,222.65
478,2,382.58
479,2,227.4
480,5,452.68
481,1,168.94
482,1,153.75
483,6,221.04
484,4,270.27
485,10,344.08
486,3,93.29
487,2,308.65
488,7,313.66
489,4,253.86
490,10,80.13
491,8,322.57
492,8,135.11
493,1,450.47
494,8,451.59
495,9,87.41
496,8,473.17
497,10,156.59
498,7,348.25
499,8,424.2
500,4,499.69
501,8,62.26
502,7,290.24
503,10,154.98
504,5,20.75
505,7,144.5
506,10,433.88
507,1,456.2
508,8,418.09
509,5,390.11
510,4,307.46
511,6,117.31
512,4,314.24
513,3,317.84
514,1,161.38
515,8,26.35
516,6,368.86
517,2,455.72
518,6,376.27
519,3,108.39
520,9,439.47
521,6,270.12
522,5,416.93
523,5,457.88
524,8,484.02
525,5,375.81
526,6,404.07
527,8,481.82
528,3,379.53
529,4,431.47
530,7,483.96
531,9,189.23
532,7,16.82
533,9,70.56
534,6,339.69
535,5,296.43
536,6,63.09
537,4,241.02
538,10,443.28
539,9,170.72
540,10,118.47
541,2,321.35
542,8,455.6
543,5,328.13
544,2,78.49
545,1,159.14
546,8,66.9
547,4,444.76
548,3,200.44
549,6,338.54
550,9,215.37
551,3,443.85
552,2,418.51
553,10,209.98
554,5,26.03
555,6,116.46
556,8,475.77
557,6,58.68
558,6,276.79
559,6,39.67
560,5,103.01
561,2,475.02
562,8,54.92
563,4,324.44
564,10,485.84
565,1,395.53
566,4,494.52
567,10,110.55
568,9,111.51
569,4,408.4
570,4,170.99
571,3,396.44
572,10,11.39
573,3,493.89
574,9,132.82
575,3,63.86
576,1,74.58
577,6,397.09
578,4,298.54
579,1,95.38
580,1,72.11
581,7,267.78
582,2,243.36
583,6,261.49
584,2,231.48
585,4,473.25
586,1,366.35
587,9,157.8
588,1,39.8
589,8,425.18
590,7,346.19
591,8,359.08
592,8,46.01
593,2,167.83
594,3,42.18
595,5,315.92
596,10,278.69
597,6,196.64
598,10,269.97
599,8,257.72
600,7,58.6
601,2,427.87
602,9,363.21
603,4,220.73
604,4,212.77
605,8,205.38
606,2,163.15
607,6,335.9
608,6,477.26
609,8,42.9
610,2,55.68
611,2,374.85
612,6,407.77
613,9,39.39
614,9,285.22
615,2,211.3
616,7,435.37
617,1,484.52
618,10,163.1
619,2,293.18
620,4,85.82
621,8,119.88
622,2,181.56
623,9,190.1
624,5,291.31
625,7,424.13
626,10,310.65
627,9,22.86
628,5,24.19
629,5,354.32
630,5,461.55
631,6,12.99
632,3,287.5
633,7,44.1
634,1,54.96
635,9,115.42
636,7,232.29
637,3,191.33
638,6,390.65
639,10,302.15
640,1,86.23
641,10,34.38
642,2,143.33
643,7,247.97
644,8,212.95
645,4,379.92
646,2,179.13
647,2,148.79
648,10,248.45
649,5,32.25
650,7,492.38
651,1,13.77
652,5,473.21
653,3,384.44
654,5,170.78
655,1,253.72
656,7,96.09
657,7,270.97
658,4,255.13
659,6,45.32
660,1,223.75
661,8,461.37
662,6,292.12
663,10,208.17
664,7,151.86
665,7,20.22
666,6,94.22
667,10,235.45
668,6,53.18
669,2,129.23
670,10,206.22
671,2,203.93
672,5,375.44
673,4,173.2
674,3,47.43
675,2,270.0
676,4,453.9
677,6,182.04
678,3,125.77
679,3,135.42
680,3,305.18
681,2,96.8
682,8,237.34
683,10,382.34
684,8,343.76
685,10,325.07
686,10,168.37
687,6,83.97
688,2,239.77
689,5,400.2
690,10,37.52
691,9,46.35
692,8,231.44
693,1,190.68
694,5,47.6
695,2,311.35
696,9,198.4
697,10,281.62
698,1,230.37
699,10,329.4
700,6,306.45
701,9,83.92
702,1,230.76
703,6,491.37
704,2,257.23
705,3,29.18
706,8,495.58
707,9,266.15
708,3,188.31
709,5,199.83
710,6,342.66
711,1,396.72
712,6,42.3
713,2,283.4
714,7,149.23
715,10,437.91
716,6,49.94
717,3,459.21
718,5,484.17
719,7,73.19
720,2,161.7
721,7,325.31
722,6,408.46
723,9,55.79
724,7,259.16
725,1,187.67
726,3,476.07
727,6,474.36
728,8,104.08
729,3,85.92
730,5,423.77
731,2,258.77
732,9,419.21
733,9,28.5
734,6,439.43
735,10,74.21
736,7,85.58
737,3,417.36
738,10,406.43
739,3,363.38
740,1,211.32
741,4,485.1
742,10,149.61
743,8,124.66
744,4,161.64
745,8,452.95
746,4,190.24
747,10,492.38
748,8,387.02
749,7,256.42
750,7,483.47
751,4,402.62
752,3,437.77
753,1,324.18
754,6,281.72
755,2,358.59
756,9,427.07
757,5,51.1
758,3,143.67
759,9,82.2
760,7,54.94
761,4,410.18
762,6,465.93
763,7,36.1
764,9,193.24
765,7,497.32
766,6,120.02
767,6,466.1
768,6,397.78
769,3,28.77
770,8,351.08
771,3,381.83
772,8,229.81
773,1,453.87
774,1,135.4
775,3,278.91
776,10,268.61
777,2,390.32
778,4,157.56
779,1,126.84
780,10,233.99
781,2,419.98
782,8,302.4
783,1,319.66
784,10,128.55
785,3,152.72
786,1,311.26
787,4,289.63
788,3,335.54
789,2,266.51
790,6,43.16
791,9,276.6
792,9,281.53
793,7,437.93
794,1,321.48
795,6,134.29
796,1,184.98
797,2,178.95
798,2,388.04
799,6,75.37
800,6,277.55
801,3,416.89
802,8,490.6
803,8,319.55
804,3,40.92
805,8,28.12
806,4,31.47
807,4,444.04
808,6,467.35
809,9,205.13
810,9,241.97
811,1,379.11
812,4,150.19
813,1,434.24
814,6,143.88
815,6,224.11
816,7,374.22
817,7,176.13
818,3,253.14
819,8,190.0
820,9,140.69
821,2,366.27
822,2,221.0
823,3,277.28
824,6,60.27
825,6,333.85
826,5,228.5
827,7,91.66
828,8,182.26
829,1,366.14
830,6,311.28
831,7,144.53
832,1,46.77
833,7,188.02
834,3,476.87
835,3,425.85
836,8,27.05
837,2,125.64
838,6,187.45
839,10,25.87
840,3,342.74
841,6,192.29
842,2,291.22
843,9,189.81
844,6,328.28
845,4,480.65
846,1,370.48
847,8,263.7
848,9,67.7
849,5,354.98
850,4,498.22
851,5,350.05
852,8,108.09
853,3,427.88
854,8,94.6
855,8,498.66
856,6,337.24
857,2,279.5
858,5,446.75
859,3,358.79
860,3,398.91
861,9,119.88
862,4,398.11
863,4,397.28
864,1,186.84
865,10,190.77
866,9,73.59
867,2,42.22
868,7,499.8
869,8,267.59
870,7,413.44
871,2,71.41
872,6,324.75
873,8,238.26
874,9,178.81
875,9,323.5
876,3,386.21
877,3,221.98
878,1,417.38
879,9,84.98
880,3,89.36
881,4,179.55
882,9,448.51
883,2,132.8
884,9,144.48
885,5,311.07
886,2,256.26
887,3,299.99
888,10,85.56
889,10,363.11
890,10,175.43
891,10,30.19
892,1,49.8
893,10,139.68
894,4,385.81
895,7,312.87
896,1,254.04
897,9,151.94
898,5,246.64
899,7,155.74
900,2,347.42
901,3,225.41
902,8,237.58
903,6,307.26
904,6,432.13
905,6,369.76
906,6,487.93
907,3,382.73
908,9,285.21
909,6,128.45
910,2,141.06
911,4,79.03
912,1,152.2
913,7,433.44
914,7,131.65
915,3,408.6
916,10,363.35
917,4,383.93
918,8,498.03
919,8,254.39
920,5,253.71
921,2,473.16
922,9,234.04
923,4,115.42
924,6,33.84
925,5,252.5
926,8,150.02
927,1,425.11
928,7,75.63
929,5,366.48
930,7,189.31
931,7,35.07
932,9,105.38
933,9,151.41
934,7,257.09
935,9,147.06
936,10,343.4
937,2,73.05
938,2,203.01
939,6,283.34
940,6,379.93
941,4,305.21
942,7,255.04
943,1,29.07
944,6,403.94
945,9,233.92
946,10,447.63
947,3,170.7
948,10,166.08
949,7,495.4
950,5,300.93
951,9,415.86
952,9,250.02
953,10,156.9
954,1,190.5
955,2,490.15
956,10,160.76
957,1,302.49
958,5,483.86
959,10,293.04
960,1,295.93
961,3,266.87
962,10,389.56
963,7,82.41
964,4,25.47
965,2,103.48
966,8,163.71
967,3,212.35
968,4,211.08
969,10,461.06
970,1,355.83
971,9,111.6
972,6,499.08
973,8,267.48
974,6,478.78
975,8,456.94
976,6,277.67
977,5,308.94
978,4,479.1
979,5,283.46
980,4,471.33
981,5,387.88
982,4,348.22
983,8,165.35
984,6,284.64
985,5,151.02
986,10,341.54
987,7,448.92
988,7,411.0
989,3,152.32
990,5,478.1
991,2,179.72
992,8,331.43
993,8,114.85
994,9,142.86
995,9,351.12
996,3,63.52
997,10,127.25
998,1,338.22
999,9,120.58
1000,4,35.72
1001,7,171.84
1002,8,59.27
1003,3,12.54
1004,9,489.18
1005,3,209.38
1006,8,243.95
1007,4,380.4
1008,5,167.37
1009,1,454.89
1010,2,329.63
1011,4,272.22
1012,1,457.48
1013,3,214.76
1014,3,467.62
1015,1,498.61
1016,7,396.1
1017,3,468.94
1018,5,439.6
1019,1,156.21
1020,10,62.58
1021,6,149.44
1022,9,266.92
1023,3,427.02
1024,8,143.69
1025,2,172.04
1026,8,327.66
1027,3,16.9
1028,6,397.48
1029,10,340.46
1030,4,95.99
1031,7,415.23
1032,9,170.68
1033,7,337.94
1034,3,491.03
1035,8,168.56
1036,4,13.35
1037,7,125.41
1038,5,477.48
1039,5,295.41
1040,10,15.6
1041,6,349.46
1042,1,337.22
1043,8,160.34
1044,7,346.18
1045,5,348.24
1046,5,190.1
1047,4,117.37
1048,3,244.31
1049,8,376.39
1050,10,193.08
1051,9,457.27
1052,9,402.98
1053,4,383.31
1054,10,437.84
1055,2,267.5
1056,9,354.85
1057,2,459.45
1058,2,40.26
1059,9,452.42
1060,4,290.62
1061,3,90.62
1062,9,226.5
1063,4,361.29
1064,8,54.56
1065,9,228.29
1066,1,232.18
1067,9,213.56
1068,10,38.29
1069,8,339.66
1070,5,364.41
1071,7,134.68
1072,1,375.44
1073,10,45.78
1074,7,178.82
1075,2,275.17
1076,1,467.95
1077,2,493.21
1078,8,25.55
1079,7,98.19
1080,3,385.26
1081,7,193.49
1082,7,229.78
1083,7,194.07
1084,9,75.17
1085,6,68.13
1086,9,202.6
1087,3,366.65
1088,4,419.06
1089,1,489.46
1090,8,340.01
1091,9,217.82
1092,7,413.45
1093,4,235.71
1094,3,145.07
1095,2,25.79
1096,7,311.31
1097,1,127.93
1098,2,59.44
1099,1,228.76
1100,1,129.92
1101,1,207.11
1102,4,274.48
1103,1,78.67
1104,5,124.74
1105,10,166.26
1106,10,388.54
1107,6,126.08
1108,3,492.99
1109,9,118.31
1110,5,144.83
1111,9,474.77
1112,3,316.74
1113,7,282.37
1114,1,486.42
1115,7,395.04
1116,6,351.19
1117,7,83.12
1118,7,100.1
1119,9,242.02
1120,4,157.36
1121,3,404.83
1122,1,285.57
1123,7,283.07
1124,3,200.33
1125,5,109.63
1126,2,461.89
1127,6,55.31
1128,4,35.25
1129,7,340.1
1130,10,29.38
1131,2,102.2
1132,10,364.91
1133,9,116.34
1134,4,436.04
1135,6,158.56
1136,1,113.79
1137,4,481.42
1138,2,375.97
1139,8,458.08
1140,10,354.85
1141,7,458.41
1142,9,167.59
1143,5,196.52
1144,9,327.87
1145,5,138.17
1146,9,442.58
1147,8,58.32
1148,8,383.2
1149,6,458.02
1150,6,163.33
1151,1,285.64
1152,4,373.21
1153,1,137.78
1154,10,293.78
1155,7,154.64
1156,4,171.63
1157,7,289.2
1158,4,254.66
1159,6,136.09
1160,8,483.59
1161,8,235.81
1162,6,92.94
1163,9,249.27
1164,9,495.26
1165,1,266.73
1166,2,473.14
1167,1,384.53
1168,7,77.37
1169,4,43.3
1170,3,14.48
1171,9,233.44
1172,1,312.74
1173,10,457.25
1174,8,17.71
1175,9,280.31
1176,1,18.2
1177,5,272.51
1178,5,18.4
1179,7,405.02
1180,3,62.44
1181,2,266.95
1182,4,104.05
1183,9,133.68
1184,6,140.99
1185,7,48.72
1186,7,234.91
1187,4,495.21
1188,4,156.99
1189,2,330.33
1190,1,55.82
1191,7,194.81
1192,8,37.5
1193,1,354.39
1194,2,254.93
1195,7,326.0
1196,6,287.27
1197,2,448.45
1198,1,122.59
1199,10,243.0
1200,1,462.84
1201,5,450.66
1202,10,332.47
1203,3,465.1
1204,6,17.67
1205,4,297.65
1206,7,465.15
1207,5,89.6
1208,4,287.68
1209,7,341.75
1210,9,172.55
1211,3,397.34
1212,2,255.39
1213,6,36.31
1214,7,123.75
1215,2,176.89
1216,10,477.88
1217,7,484.77
1218,6,24.52
1219,5,393.94
1220,8,250.4
1221,6,280.99
1222,7,221.61
1223,10,333.73
1224,2,388.36
1225,5,401.05
1226,2,50.2
1227,3,196.2
1228,3,372.43
1229,6,186.74
1230,2,12.55
1231,5,227.92
1232,5,60.09
1233,2,101.82
1234,8,282.92
1235,9,209.94
1236,1,53.91
1237,9,55.6
1238,10,394.37
1239,7,16.05
1240,7,200.02
1241,2,365.17
1242,9,453.55
1243,4,290.26
1244,3,345.8
1245,3,78.03
1246,5,141.52
1247,3,41.0
1248,7,145.22
1249,5,247.27
1250,2,186.95
1251,4,363.24
1252,8,300.97
1253,4,234.35
1254,3,159.28
1255,7,172.79
1256,10,196.15
1257,6,225.71
1258,7,409.58
1259,10,76.7
1260,6,305.57
1261,4,244.71
1262,3,482.64
1263,6,152.81
1264,8,484.2
1265,4,169.68
1266,5,410.08
1267,7,188.86
1268,10,107.9
1269,9,98.16
1270,9,23.19
1271,8,472.06
1272,4,224.84
1273,5,417.33
1274,2,411.29
1275,7,339.76
1276,3,320.33
1277,4,133.81
1278,3,360.47
1279,7,46.24
1280,10,244.83
1281,7,271.84
1282,7,276.39
1283,6,353.8
1284,9,300.97
1285,2,63.59
1286,4,332.22
1287,6,91.51
1288,10,31.71
1289,7,483.74
1290,6,483.2
1291,7,61.91
1292,2,136.78
1293,9,375.96
1294,9,294.45
1295,10,118.31
1296,6,201.66
1297,10,348.31
1298,3,179.03
1299,1,246.56
1300,5,213.83
1301,2,66.87
1302,3,180.68
1303,6,233.11
1304,4,265.35
1305,6,243.32
1306,8,363.78
1307,8,166.27
1308,5,31.89
1309,2,21.07
1310,6,327.51
1311,3,465.66
1312,4,262.84
1313,9,88.47
1314,9,218.92
1315,8,123.61
1316,7,318.58
1317,3,323.83
1318,7,203.84
1319,10,442.72
1320,8,300.18
1321,7,12.18
1322,4,110.83
1323,2,292.9
1324,9,101.61
1325,6,106.57
1326,2,138.55
1327,8,268.58
1328,6,302.52
1329,10,202.35
1330,2,180.48
1331,8,312.51
1332,5,460.15
1333,10,51.53
1334,3,163.46
1335,4,159.64
1336,3,192.92
1337,3,260.3
1338,7,302.25
1339,10,198.02
1340,3,248.47
1341,9,349.78
1342,3,281.91
1343,8,151.53
1344,3,164.14
1345,8,313.51
1346,6,476.4
1347,8,76.9
1348,7,482.28
1349,9,330.0
1350,7,345.5
1351,7,357.97
1352,8,249.46
1353,2,287.04
1354,4,153.12
1355,5,120.17
1356,5,92.42
1357,8,287.17
1358,8,279.37
1359,2,290.63
1360,5,389.81
1361,6,275.6
1362,1,382.4
1363,8,277.71
1364,7,60.18
1365,4,155.88
1366,1,230.37
1367,6,432.48
1368,2,225.14
1369,2,390.06
1370,4,112.84
1371,10,347.68
1372,10,320.06
1373,3,311.91
1374,4,408.63
1375,1,289.34
1376,9,147.73
1377,9,92.5
1378,5,151.77
1379,5,476.67
1380,9,492.89
1381,2,76.44
1382,7,460.2
1383,5,434.85
1384,3,353.7
1385,3,132.34
1386,6,415.96
1387,7,249.83
1388,10,319.88
1389,7,193.83
1390,2,320.48
1391,2,207.4
1392,5,350.4
1393,6,232.8
1394,8,170.37
1395,1,435.76
1396,2,368.16
1397,8,321.07
1398,6,426.55
1399,9,204.88
1400,7,414.18
1401,8,141.58
1402,5,175.5
1403,10,73.99
1404,8,396.27
1405,1,32.51
1406,8,17.98
1407,3,226.23
1408,1,496.0
1409,7,109.14
1410,3,442.25
1411,5,87.9
1412,5,55.74
1413,6,132.69
1414,6,335.61
1415,3,35.38
1416,5,365.73
1417,4,220.32
1418,2,354.81
1419,1,114.58
1420,2,75.02
1421,4,264.53
1422,8,14.55
1423,6,410.38
1424,7,350.08
1425,8,44.71
1426,7,53.77
1427,2,60.57
1428,6,441.68
1429,3,197.53
1430,3,324.37
1431,3,43.52
1432,10,14.15
1433,3,225.65
1434,4,317.76
1435,3,460.75
1436,10,346.42
1437,4,52.48
1438,2,78.61
1439,2,298.89
1440,7,182.25
1441,7,164.11
1442,3,131.42
1443,2,131.6
1444,10,304.0
1445,10,149.61
1446,1,425.47
1447,5,110.67
1448,10,259.67
1449,7,154.82
1450,1,394.06
1451,4,252.49
1452,2,128.13
1453,10,44.8
1454,1,493.57
1455,6,74.67
1456,10,216.22
1457,9,344.64
1458,8,477.68
1459,2,18.18
1460,2,16.76
1461,4,29.52
1462,1,474.85
1463,7,258.24
1464,9,385.88
1465,7,353.89
1466,2,323.86
1467,9,311.86
1468,5,50.96
1469,2,260.54
1470,4,487.41
1471,3,272.83
1472,7,297.35
1473,2,161.98
1474,7,367.68
1475,4,38.37
1476,2,463.07
1477,2,232.15
1478,10,36.96
1479,3,68.53
1480,3,353.73
1481,3,253.24
1482,6,266.27
1483,5,91.81
1484,3,377.39
1485,5,369.14
1486,2,388.0
1487,1,174.16
1488,7,143.27
1489,2,138.85
1490,10,317.49
1491,8,233.05
1492,6,37.17
1493,10,91.77
1494,3,135.01
1495,2,448.19
1496,2,121.92
1497,9,11.26
1498,1,129.83
1499,8,188.35
1500,3,97.69
1501,1,280.9
1502,7,120.01
1503,4,213.97
1504,6,142.92
1505,2,290.05
1506,2,256.0
1507,1,97.88
1508,9,490.89
1509,7,43.77
1510,8,434.36
1511,5,170.38
1512,9,233.81
1513,6,108.33
1514,10,394.41
1515,10,128.87
1516,6,299.93
1517,8,498.92
1518,4,368.91
1519,9,382.64
1520,4,83.78
1521,7,21.72
1522,9,179.75
1523,1,475.99
1524,1,381.88
1525,7,426.01
1526,5,60.94
1527,9,491.73
1528,7,251.09
1529,1,486.55
1530,3,358.71
1531,2,31.51
1532,4,449.67
1533,9,212.4
1534,6,234.64
1535,2,294.58
1536,9,75.42
1537,7,46.67
1538,10,40.52
1539,3,126.02
1540,5,426.95
1541,7,353.36
1542,6,165.85
1543,5,124.47
1544,4,76.69
1545,10,63.4
1546,2,90.54
1547,8,163.88
1548,2,272.6
1549,4,231.44
1550,8,139.85
1551,2,54.31
1552,5,414.93
1553,10,29.76
1554,6,82.68
1555,4,484.52
1556,7,261.6
1557,5,137.48
1558,3,25.23
1559,7,428.75
1560,9,376.56
1561,4,56.42
1562,2,403.91
1563,3,69.51
1564,1,416.88
1565,4,74.05
1566,7,192.4
1567,2,295.34
1568,5,459.54
1569,2,20.68
1570,2,106.9
1571,8,406.56
1572,2,453.49
1573,6,70.04
1574,8,34.81
1575,10,222.25
1576,7,253.1
1577,7,344.77
1578,3,183.43
1579,3,144.74
1580,8,442.88
1581,1,310.91
1582,10,130.43
1583,5,254.46
1584,9,244.73
1585,2,147.09
1586,3,215.43
1587,9,132.08
1588,9,399.47
1589,7,393.14
1590,6,245.05
1591,8,178.58
1592,10,256.17
1593,7,142.51
1594,1,166.25
1595,4,24.36
1596,5,38.71
1597,8,269.42
1598,10,499.81
1599,3,59.07
1600,4,140.6
1601,1,384.38
1602,4,292.09
1603,7,183.85
1604,3,96.29
1605,10,165.82
1606,6,457.85
1607,1,354.69
1608,6,474.3
1609,10,79.63
1610,4,419.98
1611,8,275.64
1612,3,250.31
1613,2,37.52
1614,10,117.22
1615,9,244.21
1616,6,459.77
1617,4,405.16
1618,6,361.3
1619,6,39.18
1620,3,297.44
1621,3,389.44
1622,9,431.73
1623,2,193.06
1624,7,297.15
1625,6,157.86
1626,3,488.17
1627,7,398.0
1628,8,328.1
1629,3,356.52
1630,9,349.84
1631,10,395.63
1632,4,336.11
1633,3,195.41
1634,5,72.4
1635,1,474.91
1636,10,201.88
1637,10,25.87
1638,10,165.93
1639,10,118.24
1640,10,61.01
1641,8,78.92
1642,2,126.62
1643,6,92.26
1644,2,412.61
1645,6,228.85
1646,5,112.75
1647,2,181.74
1648,2,363.0
1649,1,199.11
1650,7,484.86
1651,7,251.61
1652,7,182.1
1653,7,59.7
1654,8,396.48
1655,10,328.98
1656,4,89.7
1657,2,401.61
1658,1,154.51
1659,6,137.95
1660,2,46.36
1661,3,445.09
1662,3,368.67
1663,9,471.5
