order_id,customer_id,amount,order_date
108,4,131.84,2026-01-02
109,7,272.78,2026-01-02
110,5,216.72,2026-01-02
111,9,236.69,2026-01-02
112,3,227.13,2026-01-02
113,18,57.98,2026-01-02
114,18,419.65,2026-01-02
115,3,463.92,2026-01-02
116,8,91.49,2026-01-02
117,16,245.87,2026-01-02
118,13,452.2,2026-01-02
119,6,195.7,2026-01-02
120,13,139.95,2026-01-02
121,15,149.77,2026-01-02
122,18,334.32,2026-01-02
123,16,85.85,2026-01-02
124,10,116.67,2026-01-02
125,2,293.8,2026-01-02
126,18,39.87,2026-01-02
127,11,38.01,2026-01-02
128,19,243.63,2026-01-02
129,17,87.14,2026-01-02
130,17,49.25,2026-01-02
131,6,43.58,2026-01-02
132,3,340.85,2026-01-02
133,8,207.85,2026-01-02
134,19,130.65,2026-01-02
135,20,29.47,2026-01-02
136,3,215.42,2026-01-02
137,19,286.96,2026-01-02
138,11,468.01,2026-01-02
139,7,338.17,2026-01-02
140,11,126.96,2026-01-02
141,13,74.13,2026-01-02
142,10,234.04,2026-01-02
143,3,14.56,2026-01-02
144,20,499.24,2026-01-02
145,4,45.9,2026-01-02
146,7,257.88,2026-01-02
147,5,467.3,2026-01-02
148,3,440.84,2026-01-02
149,12,149.64,2026-01-02
150,15,418.54,2026-01-02
151,10,309.72,2026-01-02
152,17,13.83,2026-01-02
153,18,156.7,2026-01-02
154,4,470.08,2026-01-02
155,5,139.59,2026-01-02
156,4,373.78,2026-01-02
157,5,143.45,2026-01-02
158,20,113.21,2026-01-02
159,11,109.76,2026-01-02
160,9,257.65,2026-01-02
161,9,453.61,2026-01-02
162,2,55.23,2026-01-02
163,14,416.38,2026-01-02
164,2,11.74,2026-01-02
165,5,322.19,2026-01-02
166,9,89.18,2026-01-02
167,15,280.32,2026-01-02
168,14,284.84,2026-01-02
169,4,46.87,2026-01-02
170,5,277.34,2026-01-02
171,12,295.43,2026-01-02
172,5,220.6,2026-01-02
173,2,161.05,2026-01-02
174,2,450.47,2026-01-02
175,7,344.21,2026-01-02
176,4,183.3,2026-01-02
177,18,443.23,2026-01-02
178,14,487.18,2026-01-02
179,8,433.66,2026-01-03
180,6,441.89,2026-01-03
181,1,97.89,2026-01-03
182,11,393.37,2026-01-03
183,14,403.1,2026-01-03
184,8,140.73,2026-01-03
185,4,197.45,2026-01-03
186,2,430.71,2026-01-03
187,8,107.79,2026-01-03
188,15,181.33,2026-01-03
189,8,119.23,2026-01-03
190,7,205.25,2026-01-03
191,9,433.53,2026-01-03
192,9,182.06,2026-01-03
193,17,205.84,2026-01-03
194,18,172.26,2026-01-03
195,1,66.52,2026-01-03
196,9,97.5,2026-01-03
197,9,28.75,2026-01-03
198,20,222.94,2026-01-03
199,11,223.83,2026-01-03
200,17,66.67,2026-01-03
201,19,103.14,2026-01-03
202,2,357.3,2026-01-03
203,1,264.76,2026-01-03
204,18,346.56,2026-01-03
205,7,188.47,2026-01-03
206,3,474.95,2026-01-03
207,11,315.35,2026-01-03
208,4,362.68,2026-01-03
209,10,258.49,2026-01-03
210,14,169.83,2026-01-03
211,10,281.66,2026-01-03
212,7,216.02,2026-01-03
213,13,341.89,2026-01-03
214,6,311.6,2026-01-03
215,10,208.98,2026-01-03
216,1,158.9,2026-01-03
217,7,220.65,2026-01-03
218,19,307.26,2026-01-03
219,11,237.84,2026-01-03
220,15,341.06,2026-01-03
221,17,241.86,2026-01-03
222,6,332.84,2026-01-03
223,10,262.57,2026-01-03
224,20,174.24,2026-01-03
225,8,339.67,2026-01-03
226,8,405.22,2026-01-03
227,5,21.97,2026-01-03
228,8,492.13,2026-01-03
229,20,426.37,2026-01-03
230,3,233.15,2026-01-03
231,19,105.27,2026-01-03
232,13,252.24,2026-01-03
233,8,82.31,2026-01-03
234,1,447.4,2026-01-03
235,4,391.43,2026-01-03
236,8,96.18,2026-01-03
237,17,237.63,2026-01-03
238,18,132.11,2026-01-03
239,4,233.67,2026-01-03
240,15,337.11,2026-01-03
241,18,301.77,2026-01-03
242,15,310.2,2026-01-03
243,17,219.1,2026-01-03
244,18,228.5,2026-01-03
245,6,374.39,2026-01-03
246,16,230.53,2026-01-03
247,8,421.53,2026-01-03
248,9,385.25,2026-01-03
249,17,247.45,2026-01-03
250,8,144.55,2026-01-03
251,3,359.64,2026-01-03
252,8,143.14,2026-01-03
253,11,447.58,2026-01-03
254,3,77.8,2026-01-03
255,8,197.69,2026-01-03
256,5,356.15,2026-01-03
257,3,213.29,2026-01-03
258,11,275.88,2026-01-03
259,14,40.51,2026-01-03
260,14,200.84,2026-01-03
261,19,473.57,2026-01-03
262,1,429.8,2026-01-03
263,19,196.39,2026-01-03
264,1,471.94,2026-01-03
265,10,379.2,2026-01-03
266,14,273.73,2026-01-03
267,18,401.94,2026-01-03
268,8,249.23,2026-01-03
269,9,223.56,2026-01-03
270,1,200.54,2026-01-03
271,13,364.85,2026-01-03
272,15,460.58,2026-01-03
273,20,271.72,2026-01-03
274,13,300.03,2026-01-03
275,1,51.13,2026-01-03
276,14,76.49,2026-01-03
277,15,99.05,2026-01-03
278,13,170.4,2026-01-04
279,15,170.15,2026-01-04
280,13,146.35,2026-01-04
281,14,133.61,2026-01-04
282,3,240.45,2026-01-04
283,18,35.52,2026-01-04
284,12,119.87,2026-01-04
285,3,392.8,2026-01-04
286,2,379.57,2026-01-04
287,8,107.69,2026-01-04
288,1,314.45,2026-01-04
289,8,71.85,2026-01-04
290,4,286.35,2026-01-04
291,7,237.87,2026-01-04
292,9,385.78,2026-01-04
293,6,306.89,2026-01-04
294,4,391.12,2026-01-04
295,6,482.71,2026-01-04
296,4,293.56,2026-01-04
297,10,292.14,2026-01-04
298,13,204.36,2026-01-04
299,7,47.24,2026-01-04
300,8,59.93,2026-01-04
301,10,426.64,2026-01-04
302,20,404.71,2026-01-04
303,19,393.49,2026-01-04
304,12,271.05,2026-01-04
305,12,43.79,2026-01-04
306,11,16.2,2026-01-04
307,14,412.94,2026-01-04
308,4,222.43,2026-01-04
309,12,321.44,2026-01-04
310,15,356.58,2026-01-04
311,14,96.31,2026-01-04
312,17,483.08,2026-01-04
313,9,311.8,2026-01-04
314,18,389.57,2026-01-04
315,15,223.43,2026-01-04
316,19,141.51,2026-01-04
317,8,417.06,2026-01-04
318,3,146.67,2026-01-04
319,15,129.49,2026-01-04
320,15,289.23,2026-01-04
321,13,174.83,2026-01-04
322,16,426.97,2026-01-04
323,6,248.9,2026-01-04
324,12,400.94,2026-01-04
325,11,147.03,2026-01-04
326,20,353.58,2026-01-04
327,9,282.34,2026-01-04
328,17,474.55,2026-01-04
329,3,128.26,2026-01-04
330,14,249.4,2026-01-04
331,8,348.4,2026-01-04
332,16,229.61,2026-01-04
333,1,55.6,2026-01-04
334,8,208.16,2026-01-04
335,8,160.04,2026-01-04
336,19,190.82,2026-01-04
337,18,270.15,2026-01-04
338,14,498.35,2026-01-04
339,18,172.09,2026-01-04
340,15,142.75,2026-01-04
341,9,122.96,2026-01-04
342,7,164.62,2026-01-04
343,18,475.93,2026-01-04
344,6,103.86,2026-01-04
345,16,145.48,2026-01-04
346,19,488.54,2026-01-04
347,17,302.43,2026-01-04
348,4,417.99,2026-01-04
349,10,121.47,2026-01-04
350,6,158.11,2026-01-04
351,18,72.03,2026-01-04
352,2,487.4,2026-01-04
353,18,153.15,2026-01-04
354,5,322.56,2026-01-04
355,16,60.27,2026-01-04
356,1,291.29,2026-01-04
357,16,244.57,2026-01-04
358,11,100.34,2026-01-04
359,2,133.71,2026-01-04
360,16,65.9,2026-01-04
361,3,206.35,2026-01-04
362,3,292.74,2026-01-04
363,2,84.35,2026-01-04
364,19,475.07,2026-01-04
365,3,497.02,2026-01-04
366,4,283.46,2026-01-04
367,14,307.1,2026-01-04
368,20,120.59,2026-01-04
369,17,196.39,2026-01-04
370,15,155.7,2026-01-04
371,19,495.12,2026-01-04
372,10,288.63,2026-01-04
373,2,308.72,2026-01-04
374,4,474.32,2026-01-04
375,7,316.5,2026-01-04
376,9,333.61,2026-01-04
377,6,127.53,2026-01-04
378,18,46.78,2026-01-04
379,1,210.17,2026-01-04
380,20,240.26,2026-01-04
381,2,123.42,2026-01-04
382,10,354.46,2026-01-04
383,15,44.88,2026-01-04
384,8,462.72,2026-01-04
385,19,333.98,2026-01-04
386,7,218.32,2026-01-04
387,18,120.16,2026-01-04
388,5,455.12,2026-01-04
389,5,44.99,2026-01-04
390,6,398.39,2026-01-04
391,15,70.93,2026-01-05
392,10,352.87,2026-01-05
393,9,255.23,2026-01-05
394,16,224.5,2026-01-05
395,20,29.53,2026-01-05
396,14,369.92,2026-01-05
397,20,132.68,2026-01-05
398,3,122.17,2026-01-05
399,19,297.69,2026-01-05
400,1,499.79,2026-01-05
401,9,292.36,2026-01-05
402,6,240.55,2026-01-05
403,15,458.88,2026-01-05
404,6,498.5,2026-01-05
405,14,321.04,2026-01-05
406,16,484.84,2026-01-05
407,16,180.5,2026-01-05
408,11,167.32,2026-01-05
409,4,430.29,2026-01-05
410,11,211.71,2026-01-05
411,16,151.23,2026-01-05
412,13,408.65,2026-01-05
413,18,27.98,2026-01-05
414,3,164.11,2026-01-05
415,11,66.8,2026-01-05
416,13,433.81,2026-01-05
417,1,332.25,2026-01-05
418,18,236.37,2026-01-05
419,2,101.92,2026-01-05
420,12,315.09,2026-01-05
421,16,316.45,2026-01-05
422,2,109.74,2026-01-05
423,18,74.2,2026-01-05
424,10,224.68,2026-01-05
425,16,69.5,2026-01-05
426,20,401.66,2026-01-05
427,6,162.27,2026-01-05
428,1,280.6,2026-01-05
429,3,120.1,2026-01-05
430,4,236.11,2026-01-05
431,4,327.38,2026-01-05
432,5,254.2,2026-01-05
433,10,259.35,2026-01-05
434,9,213.59,2026-01-05
435,16,490.32,2026-01-05
436,8,233.83,2026-01-05
437,5,197.96,2026-01-05
438,20,259.04,2026-01-05
439,5,433.37,2026-01-05
440,9,388.61,2026-01-05
441,14,176.54,2026-01-05
442,17,140.91,2026-01-05
443,1,148.59,2026-01-05
444,10,420.36,2026-01-05
445,19,499.46,2026-01-05
446,16,433.98,2026-01-05
447,15,273.9,2026-01-05
448,12,172.9,2026-01-05
449,18,194.83,2026-01-05
450,11,436.1,2026-01-05
451,8,290.18,2026-01-05
452,8,429.45,2026-01-05
453,14,31.39,2026-01-05
454,16,355.56,2026-01-05
455,13,199.18,2026-01-05
456,5,252.71,2026-01-05
457,2,71.86,2026-01-05
458,19,172.68,2026-01-05
459,4,438.35,2026-01-05
460,15,58.86,2026-01-05
461,15,17.52,2026-01-05
462,5,210.89,2026-01-05
463,5,46.67,2026-01-05
464,9,175.9,2026-01-05
465,13,328.42,2026-01-05
466,11,427.65,2026-01-05
467,18,196.2,2026-01-05
468,11,317.13,2026-01-05
469,16,437.47,2026-01-05
470,2,312.56,2026-01-05
471,8,319.27,2026-01-05
472,10,498.74,2026-01-05
473,3,222.65,2026-01-05
474,4,382.58,2026-01-05
475,4,227.4,2026-01-05
476,10,452.68,2026-01-05
477,2,168.94,2026-01-05
478,2,153.75,2026-01-05
479,12,221.04,2026-01-05
480,8,270.27,2026-01-05
481,19,344.08,2026-01-05
482,6,93.29,2026-01-05
483,3,308.65,2026-01-05
484,13,313.66,2026-01-05
485,8,253.86,2026-01-05
486,19,80.13,2026-01-05
487,15,322.57,2026-01-05
488,15,135.11,2026-01-05
489,1,450.47,2026-01-05
490,15,451.59,2026-01-05
491,18,87.41,2026-01-05
492,15,473.17,2026-01-05
493,19,156.59,2026-01-05
494,14,348.25,2026-01-05
495,15,424.2,2026-01-05
496,7,499.69,2026-01-05
497,16,62.26,2026-01-05
498,13,290.24,2026-01-05
499,19,154.98,2026-01-05
500,10,20.75,2026-01-05
501,13,144.5,2026-01-05
502,19,433.88,2026-01-05
503,2,456.2,2026-01-05
504,16,418.09,2026-01-05
505,10,390.11,2026-01-05
506,8,307.46,2026-01-05
507,8,321.94,2026-01-06
508,20,132.81,2026-01-06
509,5,317.84,2026-01-06
510,2,161.38,2026-01-06
511,15,26.35,2026-01-06
512,12,368.86,2026-01-06
513,3,455.72,2026-01-06
514,11,376.27,2026-01-06
515,6,108.39,2026-01-06
516,18,439.47,2026-01-06
517,12,270.12,2026-01-06
518,9,416.93,2026-01-06
519,9,457.88,2026-01-06
520,16,484.02,2026-01-06
521,10,375.81,2026-01-06
522,11,404.07,2026-01-06
523,15,481.82,2026-01-06
524,5,379.53,2026-01-06
525,8,431.47,2026-01-06
526,13,483.96,2026-01-06
527,18,189.23,2026-01-06
528,13,16.82,2026-01-06
529,18,70.56,2026-01-06
530,12,339.69,2026-01-06
531,9,296.43,2026-01-06
532,12,63.09,2026-01-06
533,8,241.02,2026-01-06
534,20,443.28,2026-01-06
535,18,170.72,2026-01-06
536,20,118.47,2026-01-06
537,3,321.35,2026-01-06
538,15,455.6,2026-01-06
539,10,328.13,2026-01-06
540,4,78.49,2026-01-06
541,2,159.14,2026-01-06
542,16,66.9,2026-01-06
543,8,444.76,2026-01-06
544,5,200.44,2026-01-06
545,12,338.54,2026-01-06
546,18,215.37,2026-01-06
547,5,443.85,2026-01-06
548,4,418.51,2026-01-06
549,20,209.98,2026-01-06
550,9,26.03,2026-01-06
551,12,116.46,2026-01-06
552,15,475.77,2026-01-06
553,12,58.68,2026-01-06
554,12,276.79,2026-01-06
555,12,39.67,2026-01-06
556,9,103.01,2026-01-06
557,4,475.02,2026-01-06
558,15,54.92,2026-01-06
559,7,324.44,2026-01-06
560,20,485.84,2026-01-06
561,2,395.53,2026-01-06
562,8,494.52,2026-01-06
563,19,110.55,2026-01-06
564,18,111.51,2026-01-06
565,7,408.4,2026-01-06
566,8,170.99,2026-01-06
567,5,396.44,2026-01-06
568,20,11.39,2026-01-06
569,5,493.89,2026-01-06
570,18,132.82,2026-01-06
571,6,63.86,2026-01-06
572,1,74.58,2026-01-06
573,12,397.09,2026-01-06
574,8,298.54,2026-01-06
575,1,95.38,2026-01-06
576,2,72.11,2026-01-06
577,14,267.78,2026-01-06
578,3,243.36,2026-01-06
579,12,261.49,2026-01-06
580,4,231.48,2026-01-06
581,8,473.25,2026-01-06
582,2,366.35,2026-01-06
583,17,157.8,2026-01-06
584,1,39.8,2026-01-06
585,16,425.18,2026-01-06
586,14,346.19,2026-01-06
587,16,359.08,2026-01-06
588,15,46.01,2026-01-06
589,3,167.83,2026-01-06
590,5,42.18,2026-01-06
591,9,315.92,2026-01-06
592,19,278.69,2026-01-06
593,11,196.64,2026-01-06
594,20,269.97,2026-01-06
595,15,257.72,2026-01-06
596,14,58.6,2026-01-06
597,4,427.87,2026-01-06
598,18,363.21,2026-01-06
599,7,220.73,2026-01-06
600,8,212.77,2026-01-06
601,15,205.38,2026-01-06
602,4,163.15,2026-01-06
603,11,335.9,2026-01-06
604,12,477.26,2026-01-06
605,16,42.9,2026-01-06
606,3,55.68,2026-01-06
607,4,374.85,2026-01-06
608,12,407.77,2026-01-06
609,18,39.39,2026-01-06
610,18,285.22,2026-01-06
611,4,211.3,2026-01-06
612,14,435.37,2026-01-06
613,2,484.52,2026-01-06
614,20,163.1,2026-01-06
615,4,293.18,2026-01-06
616,7,85.82,2026-01-06
617,16,119.88,2026-01-06
618,4,181.56,2026-01-06
619,18,190.1,2026-01-06
620,9,291.31,2026-01-06
621,14,424.13,2026-01-06
622,20,310.65,2026-01-06
623,18,22.86,2026-01-06
624,9,24.19,2026-01-06
625,9,354.32,2026-01-06
626,10,461.55,2026-01-06
627,12,12.99,2026-01-06
628,5,287.5,2026-01-06
629,13,44.1,2026-01-06
630,1,54.96,2026-01-06
631,17,115.42,2026-01-06
632,15,177.04,2026-01-07
633,12,162.7,2026-01-07
634,11,390.65,2026-01-07
635,19,302.15,2026-01-07
636,2,86.23,2026-01-07
637,20,34.38,2026-01-07
638,3,143.33,2026-01-07
639,14,247.97,2026-01-07
640,15,212.95,2026-01-07
641,7,379.92,2026-01-07
642,4,179.13,2026-01-07
643,4,148.79,2026-01-07
644,19,248.45,2026-01-07
645,10,32.25,2026-01-07
646,13,492.38,2026-01-07
647,2,13.77,2026-01-07
648,10,473.21,2026-01-07
649,5,384.44,2026-01-07
650,10,170.78,2026-01-07
651,1,253.72,2026-01-07
652,14,96.09,2026-01-07
653,13,270.97,2026-01-07
654,8,255.13,2026-01-07
655,12,45.32,2026-01-07
656,2,223.75,2026-01-07
657,15,461.37,2026-01-07
658,11,292.12,2026-01-07
659,19,208.17,2026-01-07
660,14,151.86,2026-01-07
661,13,20.22,2026-01-07
662,11,94.22,2026-01-07
663,20,235.45,2026-01-07
664,12,53.18,2026-01-07
665,4,129.23,2026-01-07
666,19,206.22,2026-01-07
667,3,203.93,2026-01-07
668,10,375.44,2026-01-07
669,8,173.2,2026-01-07
670,6,47.43,2026-01-07
671,4,270.0,2026-01-07
672,7,453.9,2026-01-07
673,12,182.04,2026-01-07
674,5,125.77,2026-01-07
675,5,135.42,2026-01-07
676,6,305.18,2026-01-07
677,3,96.8,2026-01-07
678,16,237.34,2026-01-07
679,19,382.34,2026-01-07
680,15,343.76,2026-01-07
681,19,325.07,2026-01-07
682,20,168.37,2026-01-07
683,11,83.97,2026-01-07
684,3,239.77,2026-01-07
685,10,400.2,2026-01-07
686,19,37.52,2026-01-07
687,17,46.35,2026-01-07
688,15,231.44,2026-01-07
689,2,190.68,2026-01-07
690,10,47.6,2026-01-07
691,3,311.35,2026-01-07
692,17,198.4,2026-01-07
693,19,281.62,2026-01-07
694,2,230.37,2026-01-07
695,19,329.4,2026-01-07
696,11,306.45,2026-01-07
697,17,83.92,2026-01-07
698,2,230.76,2026-01-07
699,11,491.37,2026-01-07
700,3,257.23,2026-01-07
701,6,29.18,2026-01-07
702,15,495.58,2026-01-07
703,17,266.15,2026-01-07
704,6,188.31,2026-01-07
705,10,199.83,2026-01-07
706,11,342.66,2026-01-07
707,2,396.72,2026-01-07
708,11,42.3,2026-01-07
709,4,283.4,2026-01-07
710,13,149.23,2026-01-07
711,20,437.91,2026-01-07
712,11,49.94,2026-01-07
713,5,459.21,2026-01-07
714,10,484.17,2026-01-07
715,13,73.19,2026-01-07
716,3,161.7,2026-01-07
717,13,325.31,2026-01-07
718,11,408.46,2026-01-07
719,17,55.79,2026-01-07
720,14,259.16,2026-01-07
721,1,187.67,2026-01-07
722,6,476.07,2026-01-07
723,11,474.36,2026-01-07
724,16,104.08,2026-01-07
725,5,85.92,2026-01-07
726,10,423.77,2026-01-07
727,4,258.77,2026-01-07
728,18,419.21,2026-01-07
729,17,28.5,2026-01-07
730,11,439.43,2026-01-07
731,20,74.21,2026-01-07
732,13,85.58,2026-01-07
733,6,417.36,2026-01-07
734,20,406.43,2026-01-07
735,6,363.38,2026-01-07
736,2,211.32,2026-01-07
737,8,485.1,2026-01-07
738,20,149.61,2026-01-07
739,15,124.66,2026-01-07
740,8,161.64,2026-01-07
741,16,452.95,2026-01-07
742,7,190.24,2026-01-07
743,19,492.38,2026-01-07
744,15,387.02,2026-01-07
745,13,256.42,2026-01-07
746,14,483.47,2026-01-07
747,7,402.62,2026-01-07
748,5,437.77,2026-01-07
749,2,324.18,2026-01-07
750,12,281.72,2026-01-07
751,4,358.59,2026-01-07
752,17,427.07,2026-01-07
753,10,51.1,2026-01-07
754,6,143.67,2026-01-07
755,17,82.2,2026-01-07
756,14,54.94,2026-01-07
757,8,410.18,2026-01-07
758,12,465.93,2026-01-07
759,14,36.1,2026-01-07
760,17,193.24,2026-01-07
761,13,497.32,2026-01-07
762,12,120.02,2026-01-07
763,11,466.1,2026-01-07
764,11,397.78,2026-01-07
765,2,150.57,2026-01-08
766,16,351.08,2026-01-08
767,5,381.83,2026-01-08
768,16,229.81,2026-01-08
769,1,453.87,2026-01-08
770,1,135.4,2026-01-08
771,5,278.91,2026-01-08
772,20,268.61,2026-01-08
773,4,390.32,2026-01-08
774,8,157.56,2026-01-08
775,2,126.84,2026-01-08
776,20,233.99,2026-01-08
777,4,419.98,2026-01-08
778,16,302.4,2026-01-08
779,1,319.66,2026-01-08
780,19,128.55,2026-01-08
781,5,152.72,2026-01-08
782,1,311.26,2026-01-08
783,8,289.63,2026-01-08
784,6,335.54,2026-01-08
785,3,266.51,2026-01-08
786,12,43.16,2026-01-08
787,17,276.6,2026-01-08
788,17,281.53,2026-01-08
789,13,437.93,2026-01-08
790,2,321.48,2026-01-08
791,12,134.29,2026-01-08
792,1,184.98,2026-01-08
793,3,178.95,2026-01-08
794,4,388.04,2026-01-08
795,11,75.37,2026-01-08
796,12,277.55,2026-01-08
797,6,416.89,2026-01-08
798,15,490.6,2026-01-08
799,16,319.55,2026-01-08
800,5,40.92,2026-01-08
801,15,28.12,2026-01-08
802,7,31.47,2026-01-08
803,7,444.04,2026-01-08
804,11,467.35,2026-01-08
805,17,205.13,2026-01-08
806,18,241.97,2026-01-08
807,2,379.11,2026-01-08
808,7,150.19,2026-01-08
809,2,434.24,2026-01-08
810,11,143.88,2026-01-08
811,12,224.11,2026-01-08
812,13,374.22,2026-01-08
813,13,176.13,2026-01-08
814,6,253.14,2026-01-08
815,16,190.0,2026-01-08
816,17,140.69,2026-01-08
817,3,366.27,2026-01-08
818,3,221.0,2026-01-08
819,6,277.28,2026-01-08
820,11,60.27,2026-01-08
821,11,333.85,2026-01-08
822,10,228.5,2026-01-08
823,14,91.66,2026-01-08
824,15,182.26,2026-01-08
825,2,366.14,2026-01-08
826,12,311.28,2026-01-08
827,14,144.53,2026-01-08
828,2,46.77,2026-01-08
829,13,188.02,2026-01-08
830,6,476.87,2026-01-08
831,5,425.85,2026-01-08
832,15,27.05,2026-01-08
833,3,125.64,2026-01-08
834,12,187.45,2026-01-08
835,19,25.87,2026-01-08
836,5,342.74,2026-01-08
837,12,192.29,2026-01-08
838,3,291.22,2026-01-08
839,17,189.81,2026-01-08
840,11,328.28,2026-01-08
841,8,480.65,2026-01-08
842,1,370.48,2026-01-08
843,16,263.7,2026-01-08
844,18,67.7,2026-01-08
845,9,354.98,2026-01-08
846,7,498.22,2026-01-08
847,10,350.05,2026-01-08
848,16,108.09,2026-01-08
849,5,427.88,2026-01-08
850,15,94.6,2026-01-08
851,15,498.66,2026-01-08
852,11,337.24,2026-01-08
853,3,279.5,2026-01-08
854,10,446.75,2026-01-08
855,6,358.79,2026-01-08
856,6,398.91,2026-01-08
857,17,119.88,2026-01-08
858,7,398.11,2026-01-08
859,8,397.28,2026-01-08
860,1,186.84,2026-01-08
861,19,190.77,2026-01-08
862,5,309.85,2026-01-09
863,3,42.22,2026-01-09
864,13,499.8,2026-01-09
865,16,267.59,2026-01-09
866,14,413.44,2026-01-09
867,3,71.41,2026-01-09
868,11,324.75,2026-01-09
869,15,238.26,2026-01-09
870,17,178.81,2026-01-09
871,18,323.5,2026-01-09
872,6,386.21,2026-01-09
873,5,221.98,2026-01-09
874,2,417.38,2026-01-09
875,17,84.98,2026-01-09
876,6,89.36,2026-01-09
877,8,179.55,2026-01-09
878,17,448.51,2026-01-09
879,3,132.8,2026-01-09
880,18,144.48,2026-01-09
881,10,311.07,2026-01-09
882,3,256.26,2026-01-09
883,6,299.99,2026-01-09
884,19,85.56,2026-01-09
885,20,363.11,2026-01-09
886,20,175.43,2026-01-09
887,19,30.19,2026-01-09
888,1,49.8,2026-01-09
889,19,139.68,2026-01-09
890,7,385.81,2026-01-09
891,14,312.87,2026-01-09
892,1,254.04,2026-01-09
893,18,151.94,2026-01-09
894,10,246.64,2026-01-09
895,13,155.74,2026-01-09
896,3,347.42,2026-01-09
897,6,225.41,2026-01-09
898,16,237.58,2026-01-09
899,11,307.26,2026-01-09
900,11,432.13,2026-01-09
901,11,369.76,2026-01-09
902,12,487.93,2026-01-09
903,5,382.73,2026-01-09
904,17,285.21,2026-01-09
905,11,128.45,2026-01-09
906,4,141.06,2026-01-09
907,8,79.03,2026-01-09
908,2,152.2,2026-01-09
909,13,433.44,2026-01-09
910,14,131.65,2026-01-09
911,6,408.6,2026-01-09
912,19,363.35,2026-01-09
913,7,383.93,2026-01-09
914,16,498.03,2026-01-09
915,15,254.39,2026-01-09
916,10,253.71,2026-01-09
917,3,473.16,2026-01-09
918,17,234.04,2026-01-09
919,8,115.42,2026-01-09
920,12,33.84,2026-01-09
921,10,252.5,2026-01-09
922,16,150.02,2026-01-09
923,1,425.11,2026-01-09
924,14,75.63,2026-01-09
925,9,366.48,2026-01-09
926,13,189.31,2026-01-09
927,13,35.07,2026-01-09
928,18,105.38,2026-01-09
929,18,151.41,2026-01-09
930,13,257.09,2026-01-09
931,18,147.06,2026-01-09
